core_state
44.9765
44.9805
43.5384
45.8287
45.183
45.2064
45.7807
47.6192
44.0213
44.5889
45.0386
45.1058
44.6355
44.9649
45.9045
45.2736
44.9173
45.1532
45.5111
45.0381
44.6859
45.3999
45.212
45.2214
44.8622
44.2725
44.4597
44.5612
44.6369
45.6793
44.696
46.2523
44.6933
44.074
45.0184
44.6311
45.2741
43.6172
44.7168
45.5277
45.3701
45.1746
45.3131
44.3693
44.9171
43.7955
46.4861
43.5155
44.7092
44.7089
45.5575
44.5952
44.1026
44.961
43.4652
43.5646
374.9
377.4615
152.124
151.3846
153.9892
154.7481
507.1647
506.8956
506.5013
506.36
504.3832
506.1953
507.667
506.6108
506.4566
503.4877
508.4145
508.1278
506.4194
506.9597
506.6841
507.1497
504.3994
655.4055
654.9851
656.4952
655.1007
655.3432
654.5949
655.6012
655.3446
658.0998
656.3339
655.9407
654.407
655.5637
655.9702
656.1865
655.6208
655.4697
656.2625
657.7652
655.8684
654.9814
654.9065
655.397
657.7397
653.9903
655.2228
656.6612
655.1561
655.6953
659.5282
656.9256
655.5721
655.4152
655.4833
654.6861
657.0044
655.765
655.1004
655.7143
657.6449
655.9263
655.4415
656.0364
656.3415
266.0642
265.9944
267.4077
265.752
267.666
267.6763
266.6369
267.1959
267.1805
269.8363
266.9045
267.0969
265.842
267.9897
265.7417
265.215
265.5977
265.8693
267.1731
265.4576
265.7537
266.5755
265.6696
266.7029
264.1392
268.419
265.8079
267.9469
267.3402
264.9321
266.8444
265.612
265.6531
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
