core_state
45.0166
44.9642
43.572
44.8408
45.4065
44.6003
45.3315
46.3128
45.4673
44.4918
45.5548
44.9392
43.7325
44.8545
46.0728
45.3444
43.9743
44.5431
44.7892
44.9624
44.7894
45.4616
44.956
45.3916
43.9191
44.3192
44.9017
44.3019
44.3445
45.6092
45.3872
45.3917
44.0513
45.5103
44.6318
44.4844
45.2431
44.8919
44.3973
44.7923
44.8457
43.757
44.8995
45.1776
44.6157
44.6873
46.0183
44.6502
44.3489
44.5872
44.5916
45.222
45.7619
45.1866
43.9443
44.3642
375.4732
377.0738
151.7563
151.5604
154.4107
154.2952
506.9628
506.9065
506.2996
506.4548
504.2393
506.6167
507.16
506.2274
506.2325
504.2992
508.4751
507.806
506.6328
506.6059
506.5323
507.5323
503.7719
655.2179
654.9548
656.4244
655.3582
655.5591
654.9154
656.2894
655.0922
658.2872
655.1053
655.0975
655.3294
655.6533
655.3389
655.8178
654.9456
654.8665
656.3922
658.1528
655.7312
655.4443
654.9696
655.3538
657.9313
654.7981
654.9488
655.4975
655.3089
656.746
659.9317
656.4559
655.4896
655.7149
655.6977
654.6361
656.2352
657.3286
654.3163
655.4213
657.6573
656.0685
655.4237
656.243
657.1909
266.3812
266.2725
266.7547
266.0226
267.2428
267.2543
267.1376
266.8758
267.4883
269.8993
266.3979
266.8565
265.6085
267.5799
265.3352
265.0486
265.5972
265.9611
267.0179
265.4275
265.3425
266.2732
265.7546
267.1519
264.7361
268.855
266.7456
268.7989
266.5647
264.5439
266.3863
265.2163
265.3605
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
